Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),ZONE:Zone Mean Air Temperature [C](Hourly) 
 01/05  22:00:00,8.09166666666667,1.85,68.3333333333333,22.6636597814835 
 01/05  23:00:00,8.00833333333333,2.68333333333333,214.166666666667,22.3901202797672 
 01/05  24:00:00,7.45,3.1,360.,22.1119792082474 
 01/06  01:00:00,7.2,2.80833333333333,360.,21.8587769783374 
 01/06  02:00:00,6.90833333333333,3.18333333333333,360.,21.625407732334 
 01/06  03:00:00,6.7,3.6,360.,21.3956351433526 
 01/06  04:00:00,6.7,3.6,360.,21.193359414105 
 01/06  05:00:00,6.35,3.30833333333333,360.,20.9874667848686 
 01/06  06:00:00,6.1,1.29166666666667,150.,20.7780140608527 
 01/06  07:00:00,5.80833333333333,1.51666666666667,11.6666666666667,20.574824179259 
 01/06  08:00:00,5.25,2.30833333333333,20.,20.5008395840677 
 01/06  09:00:00,5.35,2.1,14.1666666666667,21.6186157197229 
 01/06  10:00:00,5.89166666666667,3.55833333333333,214.166666666667,23.0435684423861 
 01/06  11:00:00,6.45,3.725,360.,23.6224400030351 
 01/06  12:00:00,6.7,2.80833333333333,167.5,23.5844192686154 
 01/06  13:00:00,6.99166666666667,1.08333333333333,12.5,25.232022976002 
 01/06  14:00:00,7.55,0.875,5.83333333333333,26.8471234498574 
 01/06  15:00:00,8.09166666666667,2.14166666666667,15.8333333333333,28.0653476919751 
 01/06  16:00:00,8.3,1.95833333333333,20.,28.2994933017543 
 01/06  17:00:00,8.3,1.5,14.1666666666667,25.4548174225728 
 01/06  18:00:00,8.3,1.85,214.166666666667,23.5956360308358 
 01/06  19:00:00,8.3,1.75,348.333333333333,23.0371976230211 
 01/06  20:00:00,8.00833333333333,0.625,141.666666666667,22.6271689280095 
 01/06  21:00:00,7.15833333333333,1.225,93.3333333333333,22.2655203468993 
 01/06  22:00:00,6.7,0.875,66.6666666666667,21.9451929528505 
 01/06  23:00:00,8.625,3.325,145.833333333333,21.7677801091552 
 01/06  24:00:00,9.35833333333333,4.76666666666667,255.833333333333,21.6305827999667 
 01/07  01:00:00,9.19166666666667,4.1,265.833333333333,21.4046522649516 
 01/07  02:00:00,9.10833333333333,2.58333333333333,235.,21.2298208197312 
 01/07  03:00:00,7.26666666666667,1.5,169.166666666667,20.9821350673339 
 01/07  04:00:00,6.45,1.5,210.,20.704584685792 
 01/07  05:00:00,6.99166666666667,2.14166666666667,271.666666666667,20.5372262659693 
 01/07  06:00:00,7.84166666666667,1.95833333333333,128.333333333333,20.4113241949243 
 01/07  07:00:00,8.00833333333333,0.625,8.33333333333333,20.3032320303751 
 01/07  08:00:00,8.44166666666667,0.875,40.8333333333333,20.2028015619134 
 01/07  09:00:00,8.9,1.85,75.8333333333333,20.3535019885122 
 01/07  10:00:00,9.54166666666667,2.1,237.5,20.7359049393926 
 01/07  11:00:00,8.71666666666667,4.2,350.,21.4038525128955 
 01/07  12:00:00,7.8,5.7,355.833333333333,21.0721830970009 
 01/07  13:00:00,8.44166666666667,4.18333333333333,354.166666666667,21.4494556582966 
 01/07  14:00:00,8.9,3.1,350.,23.1568605878481 
 01/07  15:00:00,9.54166666666667,3.68333333333333,355.833333333333,23.8866711054064 
 01/07  16:00:00,9.65,3.51666666666667,360.,24.8879670641442 
 01/07  17:00:00,9.10833333333333,2.80833333333333,360.,22.9991604560883 
 01/07  18:00:00,8.55,3.475,348.333333333333,21.442984465163 
 01/07  19:00:00,8.00833333333333,4.1,351.666666666667,20.9653112280389 
 01/07  20:00:00,7.45,3.80833333333333,360.,20.6428962865483 
 01/07  21:00:00,6.90833333333333,3.30833333333333,360.,20.3622332668992 
 01/07  22:00:00,6.7,1.29166666666667,150.,20.1240194731639 
 01/07  23:00:00,6.35,1.225,23.3333333333333,19.9217036096693 
 01/07  24:00:00,5.80833333333333,0.875,16.6666666666667,19.7133005189995 
 01/08  01:00:00,5.6,0.0,0.0,19.5199858622294 
 01/08  02:00:00,5.25,0.875,17.5,19.3223688768657 
 01/08  03:00:00,5.,0.625,12.5,19.1221796060427 
 01/08  04:00:00,5.,0.875,23.3333333333333,18.9493446363147 
 01/08  05:00:00,4.65,1.5,92.5,18.7607052444375 
 01/08  06:00:00,4.4,1.85,106.666666666667,18.5682121985405 
 01/08  07:00:00,4.10833333333333,2.1,107.5,18.3840563290242 
 01/08  08:00:00,3.9,0.875,50.,18.3601236315258 
 01/08  09:00:00,3.95833333333333,0.875,87.5,19.6454026406975 
 01/08  10:00:00,6.21666666666667,1.85,115.,21.5180292361954 
 01/08  11:00:00,8.5,2.39166666666667,72.5,23.3573441864906 
 01/08  12:00:00,9.58333333333333,1.95833333333333,30.8333333333333,24.8623721793758 
 01/08  13:00:00,11.75,1.85,50.8333333333333,26.0816561929407 
 01/08  14:00:00,12.4166666666667,0.875,33.3333333333333,26.9521330701912 
 01/08  15:00:00,13.1666666666667,0.0,0.0,28.0948277718085 
 01/08  16:00:00,13.9416666666667,0.0,0.0,27.8059364444952 
 01/08  17:00:00,11.975,1.80833333333333,35.,24.8740004968732 
 01/08  18:00:00,11.2416666666667,2.16666666666667,89.1666666666667,23.0720865549026 
 01/08  19:00:00,10.7083333333333,2.43333333333333,92.5,22.4958697279333 
 01/08  20:00:00,9.35833333333333,3.39166666666667,97.5,22.0405943454885 
 01/08  21:00:00,8.9,3.6,104.166666666667,21.6803658428259 
 01/08  22:00:00,9.19166666666667,3.89166666666667,94.1666666666667,21.4085445954297 
 01/08  23:00:00,9.4,4.39166666666667,95.8333333333333,21.1860794167189 
 01/08  24:00:00,9.10833333333333,4.30833333333333,100.,20.9638668492106 
 01/09  01:00:00,8.25833333333333,3.51666666666667,100.,20.7243161674293 
 01/09  02:00:00,9.08333333333333,3.1,70.8333333333333,20.5446230419223 
 01/09  03:00:00,9.00833333333333,1.29166666666667,20.8333333333333,20.4148089691606 
 01/09  04:00:00,7.01666666666667,1.51666666666667,81.6666666666667,20.1547895033106 
 01/09  05:00:00,6.74166666666667,3.475,268.333333333333,19.9154124785808 
 01/09  06:00:00,6.90833333333333,3.225,354.166666666667,19.7628479726532 
 01/09  07:00:00,6.35,2.30833333333333,355.833333333333,19.5713023810607 
 01/09  08:00:00,6.1,2.39166666666667,360.,19.5539567143022 
 01/09  09:00:00,6.625,3.475,155.833333333333,20.7483431421566 
 01/09  10:00:00,7.11666666666667,2.58333333333333,10.,22.3900477383588 
 01/09  11:00:00,7.66666666666667,0.625,4.16666666666667,24.006515655521 
 01/09  12:00:00,8.,1.80833333333333,5.83333333333333,25.390551101963 
 01/09  13:00:00,8.58333333333333,3.1,10.,26.5292203211974 
 01/09  14:00:00,9.,2.16666666666667,27.5,26.9991330842257 
 01/09  15:00:00,10.1666666666667,1.5,57.5,27.7765950269161 
 01/09  16:00:00,10.825,2.14166666666667,52.5,26.3309898921748 
 01/09  17:00:00,10.2916666666667,3.18333333333333,226.666666666667,23.9399297691726 
 01/09  18:00:00,10.,1.5,150.,22.9083282077566 
 01/09  19:00:00,9.65,0.0,0.0,22.4579562059363 
 01/09  20:00:00,9.10833333333333,0.875,175.,22.0940488796388 
 01/09  21:00:00,8.55,1.85,165.833333333333,21.7744101015423 
 01/09  22:00:00,8.00833333333333,1.75,46.6666666666667,21.4879990661038 
 01/09  23:00:00,7.15833333333333,3.01666666666667,222.5,21.2105479475654 
 01/09  24:00:00,6.7,4.39166666666667,354.166666666667,20.947332818912 
 01/10  01:00:00,6.7,4.30833333333333,355.833333333333,20.7329956575712 
 01/10  02:00:00,6.7,3.51666666666667,161.666666666667,20.5317138434747 
 01/10  03:00:00,6.35,3.39166666666667,20.,20.3237082188616 
 01/10  04:00:00,6.1,3.30833333333333,31.6666666666667,20.1204331790139 
 01/10  05:00:00,6.1,3.39166666666667,22.5,19.9455963422741 
 01/10  06:00:00,6.1,3.01666666666667,27.5,19.7715299527015 
 01/10  07:00:00,5.10833333333333,1.08333333333333,16.6666666666667,19.5665739670415 
 01/10  08:00:00,5.1,1.51666666666667,17.5,19.5332000777711 
 01/10  09:00:00,6.3,3.35833333333333,146.666666666667,20.7435531637528 
 01/10  10:00:00,6.8,3.025,247.5,22.2217400642768 
 01/10  11:00:00,6.975,1.,108.333333333333,23.5126665405923 
 01/10  12:00:00,7.33333333333333,0.758333333333333,93.3333333333333,24.6419173339954 
 01/10  13:00:00,8.025,1.18333333333333,177.5,25.6879636088494 
 01/10  14:00:00,8.34166666666667,0.458333333333333,79.1666666666667,26.6741186986612 
 01/10  15:00:00,9.11666666666667,0.0,0.0,28.0947879601684 
 01/10  16:00:00,9.875,0.875,11.6666666666667,28.4307476537137 
 01/10  17:00:00,9.35833333333333,2.43333333333333,14.1666666666667,25.4772445682688 
 01/10  18:00:00,8.55,2.51666666666667,10.,23.4782937492583 
 01/10  19:00:00,8.00833333333333,1.75,10.,22.8273636393472 
 01/10  20:00:00,7.45,1.85,15.8333333333333,22.385707616879 
 01/10  21:00:00,6.90833333333333,2.975,218.333333333333,22.0117078806082 
 01/10  22:00:00,6.7,4.18333333333333,155.833333333333,21.6909897421467 
 01/10  23:00:00,6.7,4.01666666666667,15.8333333333333,21.4225907860854 
 01/10  24:00:00,6.7,2.375,37.5,21.184919061605 
 01/11  01:00:00,6.05833333333333,2.725,26.6666666666667,20.9406168301142 
 01/11  02:00:00,5.89166666666667,3.89166666666667,208.333333333333,20.698347063785 
 01/11  03:00:00,5.80833333333333,3.51666666666667,151.666666666667,20.5016746902669 
 01/11  04:00:00,4.60833333333333,2.51666666666667,179.166666666667,20.2542529180886 
 01/11  05:00:00,4.54166666666667,0.875,125.,20.0231223719303 
 01/11  06:00:00,4.35833333333333,0.875,87.5,19.8367599956053 
 01/11  07:00:00,4.54166666666667,2.14166666666667,266.666666666667,19.630174153278 
 01/11  08:00:00,4.65,1.95833333333333,350.,19.5983268155907 
 01/11  09:00:00,5.33333333333333,2.725,344.166666666667,20.4874010324352 
 01/11  10:00:00,6.05833333333333,3.89166666666667,345.833333333333,21.4119529610004 
 01/11  11:00:00,6.04166666666667,1.70833333333333,145.833333333333,23.235667387787 
 01/11  12:00:00,6.58333333333333,1.225,23.3333333333333,24.979799693278 
 01/11  13:00:00,7.58333333333333,2.39166666666667,45.8333333333333,25.2947427157594 
 01/11  14:00:00,8.,1.95833333333333,50.,26.8107649597646 
 01/11  15:00:00,8.58333333333333,0.625,20.8333333333333,28.5427729705563 
 01/11  16:00:00,9.58333333333333,3.90833333333333,151.666666666667,29.0100566764206 
 01/11  17:00:00,9.65,6.11666666666667,265.833333333333,25.9037293603753 
 01/11  18:00:00,9.4,5.99166666666667,252.5,23.7163007996805 
 01/11  19:00:00,9.75,5.26666666666667,245.833333333333,23.0422899446973 
 01/11  20:00:00,10.,4.6,261.666666666667,22.6440954155376 
 01/11  21:00:00,10.,7.05,264.166666666667,22.3128017616341 
 01/11  22:00:00,10.,6.35,254.166666666667,22.0320415312725 
 01/11  23:00:00,10.,4.01666666666667,261.666666666667,21.7978530045463 
 01/11  24:00:00,10.,6.28333333333333,264.166666666667,21.5915869623949 
 01/12  01:00:00,10.,5.80833333333333,254.166666666667,21.3993336184449 
 01/12  02:00:00,10.,4.39166666666667,255.833333333333,21.21771931185 
 01/12  03:00:00,9.00833333333333,3.14166666666667,172.5,21.0060286731243 
 01/12  04:00:00,8.00833333333333,2.39166666666667,127.5,20.7598489326817 
 01/12  05:00:00,7.45,1.95833333333333,145.833333333333,20.5472211264124 
 01/12  06:00:00,6.90833333333333,0.625,62.5,20.3429948012986 
 01/12  07:00:00,6.99166666666667,0.0,0.0,20.1678242887915 
 01/12  08:00:00,7.2,1.51666666666667,204.166666666667,20.1797133205294 
 01/12  09:00:00,6.90833333333333,3.18333333333333,151.666666666667,21.3069384219699 
 01/12  10:00:00,6.99166666666667,2.725,214.166666666667,23.0098382270759 
 01/12  11:00:00,7.55,0.875,150.,24.8701505171067 
 01/12  12:00:00,8.73333333333333,0.0,0.0,26.4345362938067 
 01/12  13:00:00,10.1,1.51666666666667,198.333333333333,27.5984517795882 
 01/12  14:00:00,9.9,3.18333333333333,340.,28.3471541737213 
 01/12  15:00:00,11.675,4.53333333333333,299.166666666667,28.8779077943322 
 01/12  16:00:00,12.0166666666667,7.59166666666667,264.166666666667,26.5967967235132 
 01/12  17:00:00,10.4583333333333,9.59166666666667,260.,24.3215230333803 
 01/12  18:00:00,9.65,8.575,260.,23.4701458411231 
 01/12  19:00:00,9.4,6.53333333333333,265.833333333333,23.0227784008411 
 01/12  20:00:00,9.4,5.7,258.333333333333,22.6937576564296 
 01/12  21:00:00,9.4,5.99166666666667,261.666666666667,22.4090646246842 
 01/12  22:00:00,9.75,5.61666666666667,264.166666666667,22.1739278343498 
 01/12  23:00:00,10.,4.26666666666667,254.166666666667,21.9753338000811 
 01/12  24:00:00,10.,3.30833333333333,244.166666666667,21.7746954456549 
 01/13  01:00:00,9.65,4.61666666666667,240.,21.5809399132391 
 01/13  02:00:00,9.4,5.99166666666667,257.5,21.3884018141234 
 01/13  03:00:00,9.4,5.26666666666667,275.833333333333,21.2195230518404 
 01/13  04:00:00,9.4,3.725,274.166666666667,21.0637806671115 
 01/13  05:00:00,9.75,2.51666666666667,264.166666666667,20.9281309487182 
 01/13  06:00:00,9.65,2.975,125.833333333333,20.7910519521878 
 01/13  07:00:00,9.4,3.6,24.1666666666667,20.6255361559311 
 01/13  08:00:00,9.4,3.89166666666667,189.166666666667,20.5051874768837 
 01/13  09:00:00,9.4,3.225,339.166666666667,20.6151452374328 
 01/13  10:00:00,9.10833333333333,2.30833333333333,167.5,20.7890783572465 
 01/13  11:00:00,10.1833333333333,2.39166666666667,30.,21.0629850709269 
 01/13  12:00:00,11.45,2.89166666666667,222.5,22.3464170110848 
 01/13  13:00:00,11.875,2.16666666666667,360.,24.5510810506237 
 01/13  14:00:00,11.475,0.625,150.,26.045495182818 
 01/13  15:00:00,11.1,1.80833333333333,17.5,26.7984553378521 
 01/13  16:00:00,10.4583333333333,2.51666666666667,199.166666666667,27.4304083794941 
 01/13  17:00:00,10.,4.78333333333333,290.833333333333,24.8492398516899 
 01/13  18:00:00,10.,6.40833333333333,264.166666666667,23.009999374299 
 01/13  19:00:00,10.,6.2,260.,22.4941326133258 
 01/13  20:00:00,9.65,5.90833333333333,260.,22.1381288423841 
 01/13  21:00:00,9.10833333333333,3.25,283.333333333333,21.8247962906109 
 01/13  22:00:00,8.55,0.625,125.,21.5451242193418 
 01/13  23:00:00,8.00833333333333,0.0,0.0,21.284812735408 
 01/13  24:00:00,8.09166666666667,2.39166666666667,163.333333333333,21.0593207672315 
 01/14  01:00:00,8.00833333333333,3.80833333333333,274.166666666667,20.8671595891569 
 01/14  02:00:00,8.44166666666667,2.375,322.5,20.7017124377413 
 01/14  03:00:00,8.25833333333333,1.85,237.5,20.5534959940205 
 01/14  04:00:00,8.09166666666667,0.875,62.5,20.3774570069928 
 01/14  05:00:00,8.65,0.875,5.83333333333333,20.2631434193844 
 01/14  06:00:00,8.25833333333333,2.14166666666667,214.166666666667,20.1092521170682 
 01/14  07:00:00,7.45,2.6,360.,19.9078929690784 
 01/14  08:00:00,7.2,2.30833333333333,167.5,19.8011572009889 
 01/14  09:00:00,6.90833333333333,1.75,53.3333333333333,20.048971066512 
 01/14  10:00:00,6.99166666666667,0.625,29.1666666666667,20.5879600521139 
 01/14  11:00:00,7.55,0.875,17.5,21.6010340932363 
 01/14  12:00:00,8.73333333333333,2.43333333333333,222.5,23.0178946974822 
 01/14  13:00:00,10.3916666666667,1.29166666666667,150.,23.9477942378868 
 01/14  14:00:00,10.8083333333333,2.1,11.6666666666667,25.2207292265721 
 01/14  15:00:00,10.6,2.725,20.,24.6299375129168 
 01/14  16:00:00,10.8916666666667,2.39166666666667,212.5,25.6984508679686 
 01/14  17:00:00,11.7416666666667,3.18333333333333,338.333333333333,23.9258570417874 
 01/14  18:00:00,11.9083333333333,1.5,137.5,22.3365686197071 
 01/14  19:00:00,11.35,0.875,23.3333333333333,21.8693632447724 
 01/14  20:00:00,10.8083333333333,2.14166666666667,226.666666666667,21.5560993345261 
 01/14  21:00:00,10.8916666666667,1.08333333333333,150.,21.3097789557491 
 01/14  22:00:00,11.45,1.51666666666667,198.333333333333,21.1541573057341 
 01/14  23:00:00,11.7,1.08333333333333,141.666666666667,21.0037301523203 
 01/14  24:00:00,11.0583333333333,1.225,87.5,20.8293554627328 
 01/15  01:00:00,10.25,1.75,126.666666666667,20.5226556632055 
 01/15  02:00:00,10.,1.85,92.5,20.319283351968 
 01/15  03:00:00,9.65,0.875,33.3333333333333,20.2301816405338 
 01/15  04:00:00,9.10833333333333,0.875,81.6666666666667,20.0733908329679 
 01/15  05:00:00,9.19166666666667,0.625,58.3333333333333,19.9234414602219 
 01/15  06:00:00,9.75,0.0,0.0,19.8169679729694 
 01/15  07:00:00,10.,0.0,0.0,19.7154870450902 
 01/15  08:00:00,9.65,0.875,17.5,19.6451987442024 
 01/15  09:00:00,9.75,2.43333333333333,82.5,19.9351386105442 
 01/15  10:00:00,10.,3.975,102.5,21.5624975242313 
 01/15  11:00:00,10.9916666666667,1.91666666666667,37.5,21.2454384421542 
 01/15  12:00:00,11.7,1.51666666666667,186.666666666667,21.5638411215191 
 01/15  13:00:00,11.35,2.6,150.833333333333,21.8360642404699 
 01/15  14:00:00,11.45,1.95833333333333,59.1666666666667,22.5129426926545 
 01/15  15:00:00,12.6333333333333,0.625,33.3333333333333,22.2378136971712 
 01/15  16:00:00,13.0083333333333,0.0,0.0,21.6520779287217 
 01/15  17:00:00,12.8,1.80833333333333,163.333333333333,20.9124622586618 
 01/15  18:00:00,12.1583333333333,2.51666666666667,303.333333333333,20.497372104158 
 01/15  19:00:00,12.6333333333333,2.68333333333333,255.833333333333,20.3207352984056 
 01/15  20:00:00,13.3,3.1,192.5,20.2459087797391 
 01/15  21:00:00,12.6583333333333,2.80833333333333,150.833333333333,20.1098527288156 
 01/15  22:00:00,13.1916666666667,6.21666666666667,182.5,19.9477420097198 
 01/15  23:00:00,13.9,8.8,231.666666666667,19.8485482000821 
 01/15  24:00:00,13.9,6.99166666666667,234.166666666667,19.7524000389296 
 01/16  01:00:00,13.55,5.40833333333333,235.833333333333,19.7162021250928 
 01/16  02:00:00,13.3,5.49166666666667,234.166666666667,19.6220457715673 
 01/16  03:00:00,13.0083333333333,5.40833333333333,241.666666666667,19.5242737380507 
 01/16  04:00:00,12.8,4.26666666666667,250.,19.421733617691 
 01/16  05:00:00,12.45,2.725,244.166666666667,19.323008038108 
 01/16  06:00:00,12.2,1.75,222.5,19.2164726037477 
 01/16  07:00:00,12.2,2.14166666666667,233.333333333333,19.1224964193603 
 01/16  08:00:00,12.2,2.6,244.166666666667,19.0538779907286 
 01/16  09:00:00,12.2,2.6,245.833333333333,19.3039936454217 
